customer_id,surname,credit_score,country,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,complain,satisfaction_score,card_type,point_earned
15798850,Goddard,576,France,Male,32,7,0.0,2,Yes,Not Active,4660.91,No,Not Complain,5,PLATINUM,722
15776348,Rogers,835,Germany,Male,20,4,124365.42,1,No,Not Active,180197.74,Yes,Complain,3,GOLD,812
15727696,Zubareva,592,France,Male,42,1,147249.29,2,Yes,Active,63023.02,No,Not Complain,2,GOLD,638
15793813,Onochie,774,France,Male,36,7,103688.19,1,No,Active,118971.74,No,Not Complain,1,SILVER,275
15694395,Ts'ui,620,France,Female,29,1,138740.24,2,No,Not Active,154700.61,No,Not Complain,2,SILVER,271
15764195,Newsom,519,Spain,Male,39,4,111900.14,1,Yes,Active,97577.17,No,Not Complain,2,PLATINUM,377
15744919,Genovese,734,Spain,Female,37,0,152760.24,1,Yes,Active,48990.5,No,Not Complain,4,DIAMOND,763
15671655,Thorpe,763,Germany,Male,31,7,143966.3,2,Yes,Active,140262.96,Yes,Complain,4,DIAMOND,647
15654901,Horton,733,France,Male,51,10,141556.96,1,Yes,Not Active,130189.53,No,Not Complain,3,SILVER,800
15649136,Williamson,650,France,Female,43,6,0.0,2,Yes,Active,16301.91,No,Not Complain,1,GOLD,489
15775562,Shoobridge,538,France,Female,33,5,0.0,2,Yes,Not Active,126962.41,No,Not Complain,3,DIAMOND,290
15807481,Peng,577,France,Female,46,1,0.0,1,Yes,Active,158750.53,No,Not Complain,4,SILVER,800
15642885,Gray,792,France,Male,30,8,0.0,2,Yes,Not Active,199644.2,No,Not Complain,5,SILVER,630
15789109,Watson,686,France,Female,41,10,0.0,1,Yes,Active,144272.71,Yes,Complain,5,GOLD,875
15814004,Fyodorova,589,France,Male,29,2,0.0,2,No,Active,98320.27,No,Not Complain,5,DIAMOND,885
15673619,Bazhenov,530,France,Male,25,9,162560.32,1,Yes,Not Active,64129.03,No,Not Complain,5,SILVER,451
15595135,Solomon,778,Germany,Female,29,7,123229.46,1,Yes,Not Active,181221.09,No,Not Complain,3,PLATINUM,977
15583681,Layh,616,Spain,Male,31,7,76665.71,2,Yes,Active,163809.08,No,Not Complain,3,GOLD,468
15605000,John,550,France,Male,38,9,140278.99,3,Yes,Active,171457.06,Yes,Complain,5,GOLD,230
15718071,Tuan,655,France,Female,51,3,0.0,2,No,Active,15801.02,No,Not Complain,1,SILVER,629
15679760,Slattery,721,France,Male,46,1,115764.32,2,No,Not Active,102950.79,No,Not Complain,3,DIAMOND,804
15654574,Onyekachi,499,Germany,Male,36,5,131142.53,2,Yes,Not Active,174918.46,No,Not Complain,5,PLATINUM,941
15577178,Genovese,511,France,Male,45,5,68375.27,1,Yes,Not Active,193160.25,Yes,Complain,1,DIAMOND,351
15595324,Daniels,579,Germany,Female,39,5,117833.3,3,No,Not Active,5831.0,Yes,Complain,3,GOLD,778
15756932,Caldwell,696,Spain,Female,36,7,0.0,2,Yes,Active,82298.59,No,Not Complain,3,PLATINUM,291
15726358,Chiemenam,681,France,Male,34,7,0.0,2,No,Not Active,130686.59,No,Not Complain,4,DIAMOND,742
15595228,Wanliss,815,France,Male,45,7,0.0,1,No,Active,52885.23,Yes,Complain,5,SILVER,666
15782530,Bruce,681,Spain,Male,30,2,111093.01,1,Yes,Not Active,68985.99,No,Not Complain,5,PLATINUM,691
15592877,Wright,641,Spain,Male,42,9,132657.55,1,Yes,Not Active,35367.19,No,Not Complain,3,GOLD,351
15651983,Fang,591,France,Female,56,9,128882.49,1,Yes,Active,196241.94,Yes,Complain,2,DIAMOND,658
15746737,Eames,565,Germany,Male,59,9,69129.59,1,Yes,Active,170705.53,No,Not Complain,5,PLATINUM,558
15774179,Sutherland,487,France,Male,37,6,0.0,2,Yes,Active,126477.41,No,Not Complain,2,SILVER,701
15667265,Cavenagh,729,France,Male,39,4,121404.64,1,Yes,Active,159618.17,No,Not Complain,3,GOLD,797
15655123,Dumetolisa,505,Spain,Female,45,9,131355.3,3,Yes,Not Active,195395.33,Yes,Complain,2,PLATINUM,661
15595917,Mackay,580,France,Female,35,1,102097.33,1,No,Active,168285.85,No,Not Complain,4,DIAMOND,778
15668385,Dellucci,642,France,Male,40,1,154863.15,1,Yes,Active,138052.51,No,Not Complain,4,SILVER,716
15709476,Kenyon,850,Spain,Female,41,3,99945.93,2,Yes,Not Active,71179.31,No,Not Complain,2,GOLD,252
15711218,Parry,616,Germany,Male,39,2,121704.32,2,Yes,Not Active,55556.3,No,Not Complain,4,PLATINUM,346
15798659,Kennedy,526,Spain,Female,43,3,0.0,2,Yes,Not Active,31705.19,No,Not Complain,5,PLATINUM,989
15663939,Arnott,523,Germany,Male,35,8,138782.76,1,Yes,Active,186118.93,No,Not Complain,4,DIAMOND,249
15694946,Hanson,663,France,Male,35,9,0.0,2,Yes,Active,195580.28,No,Not Complain,2,DIAMOND,569
15631912,T'ao,840,France,Male,30,8,136291.71,1,Yes,Not Active,54113.38,No,Not Complain,3,PLATINUM,938
15768816,Shen,570,Germany,Male,42,0,107856.57,2,Yes,Not Active,127528.84,No,Not Complain,3,PLATINUM,628
15682268,Steere,676,Germany,Female,26,1,108348.66,1,No,Not Active,60231.74,Yes,Complain,4,SILVER,244
15684801,Abbott,689,France,Male,47,1,93871.95,3,Yes,Not Active,156878.42,Yes,Complain,4,DIAMOND,334
15636428,Sutherland,703,Spain,Female,45,1,0.0,1,Yes,Not Active,182784.11,Yes,Complain,2,SILVER,919
15809823,Thurgood,491,Germany,Male,19,2,125860.2,1,No,Not Active,129690.5,No,Not Complain,2,SILVER,894
15699284,Johnson,584,France,Male,49,8,172713.44,1,Yes,Not Active,113860.81,No,Not Complain,2,DIAMOND,475
15786993,Lung,810,France,Female,51,5,0.0,2,No,Active,184524.74,No,Not Complain,1,DIAMOND,527
15709441,Cocci,745,Spain,Female,59,8,0.0,1,Yes,Active,36124.98,No,Not Complain,2,DIAMOND,949
15710257,Matveyeva,625,France,Female,39,3,130786.92,1,No,Active,121316.07,No,Not Complain,2,DIAMOND,650
15582492,Moore,535,France,Female,29,2,112367.34,1,Yes,Not Active,185630.76,No,Not Complain,2,PLATINUM,989
15575694,Yobachukwu,729,Spain,Female,45,7,91091.06,2,Yes,Not Active,71133.12,No,Not Complain,1,PLATINUM,632
15756820,Fleming,655,France,Female,26,7,106198.5,1,No,Active,32020.42,No,Not Complain,3,DIAMOND,961
15766289,Dickinson,751,France,Male,47,5,142669.93,2,Yes,Not Active,162760.96,No,Not Complain,3,PLATINUM,627
15593014,Evseyev,525,France,Male,33,1,112833.35,1,No,Active,175178.56,No,Not Complain,3,PLATINUM,590
15584545,Aksenov,532,France,Female,40,5,0.0,2,No,Active,177099.71,No,Not Complain,4,DIAMOND,712
15675949,Fleming,696,Spain,Female,43,4,0.0,2,Yes,Active,66406.37,No,Not Complain,4,DIAMOND,678
15672091,Ulyanov,786,Germany,Female,32,2,104336.43,2,No,Not Active,59559.81,No,Not Complain,3,GOLD,240
15801658,Summers,580,France,Male,55,6,104305.74,1,No,Active,175750.21,No,Not Complain,5,GOLD,432
15706185,Clements,596,Germany,Male,47,5,140187.1,2,Yes,Active,174311.3,No,Not Complain,1,PLATINUM,281
15789863,Kazakova,683,France,Male,39,4,0.0,2,Yes,Not Active,171716.81,No,Not Complain,2,GOLD,913
15720943,Pirozzi,747,France,Female,45,1,114959.12,1,Yes,Not Active,189362.39,Yes,Complain,1,DIAMOND,727
15697997,Jamieson,602,France,Male,33,5,164704.38,1,No,Active,180716.1,Yes,Complain,1,SILVER,342
15665416,Ferri,779,France,Male,62,10,119096.55,1,No,Active,116977.89,No,Not Complain,1,GOLD,644
15660200,Mai,551,France,Male,31,1,0.0,2,Yes,Active,185105.44,No,Not Complain,4,SILVER,275
15619653,Hannaford,666,France,Male,47,2,0.0,1,Yes,Not Active,35046.97,Yes,Complain,4,GOLD,354
15773447,Fomin,526,Spain,Male,30,8,0.0,1,Yes,Not Active,36251.0,No,Not Complain,3,DIAMOND,268
15739160,Mahon,849,France,Female,41,9,115465.28,1,Yes,Not Active,103174.5,No,Not Complain,3,GOLD,623
15689237,Shaw,471,France,Female,27,4,0.0,2,Yes,Not Active,122642.09,No,Not Complain,4,PLATINUM,346
15679297,Volkova,628,Spain,Male,43,3,184926.61,1,Yes,Not Active,122937.57,No,Not Complain,4,GOLD,642
15591433,Miles,674,Germany,Male,43,8,85957.88,2,Yes,Not Active,8757.39,No,Not Complain,4,GOLD,840
15642725,Madison,797,France,Male,32,10,114084.6,1,No,Active,125782.29,No,Not Complain,1,SILVER,543
15701962,Scott,590,Spain,Female,29,2,166930.76,2,Yes,Not Active,122487.73,No,Not Complain,3,SILVER,768
15811613,Voss,588,France,Female,27,8,0.0,1,Yes,Not Active,20066.38,No,Not Complain,5,DIAMOND,367
15741049,Colebatch,577,France,Male,29,7,0.0,2,Yes,Active,55473.15,No,Not Complain,5,GOLD,488
15724423,Wilson,571,France,Female,38,6,107193.82,2,No,Not Active,38962.94,No,Not Complain,4,PLATINUM,670
15574305,T'ang,680,France,Male,36,3,116275.12,1,Yes,Active,63795.8,No,Not Complain,4,GOLD,883
15678168,Gibson,648,Spain,Female,27,7,0.0,2,Yes,Active,163060.43,No,Not Complain,3,DIAMOND,983
15697020,Hs?eh,618,France,Male,39,2,91068.56,1,Yes,Not Active,26578.69,No,Not Complain,2,GOLD,244
15610801,Pan,648,Germany,Male,41,5,123049.21,1,No,Active,5066.76,No,Not Complain,3,DIAMOND,946
15745232,Chikelu,759,France,Female,39,6,0.0,2,Yes,Active,140497.67,No,Not Complain,4,SILVER,500
15722758,Allan,585,France,Male,40,7,0.0,2,No,Not Active,146156.98,No,Not Complain,4,SILVER,270
15792102,Yefremova,774,France,Female,42,3,137781.65,1,No,Not Active,199316.19,No,Not Complain,1,SILVER,879
15675185,Chuang,697,Germany,Female,48,2,108128.96,2,Yes,Active,103944.37,No,Not Complain,3,SILVER,980
15801247,Fan,605,Spain,Male,39,10,105317.73,2,Yes,Not Active,138021.36,No,Not Complain,1,PLATINUM,798
15725660,Dellucci,676,France,Male,20,1,80569.73,1,No,Not Active,68621.98,No,Not Complain,3,DIAMOND,381
15638963,Garran,678,France,Female,22,4,174852.89,1,Yes,Active,28149.06,No,Not Complain,3,PLATINUM,333
15800061,Moretti,495,Spain,Female,45,3,89158.94,3,Yes,Not Active,135169.76,Yes,Complain,1,PLATINUM,284
15578006,Yao,787,France,Female,85,10,0.0,2,Yes,Active,116537.96,No,Not Complain,2,GOLD,542
15668504,Lucchesi,770,France,Male,36,2,89800.14,1,Yes,Active,105922.69,No,Not Complain,1,SILVER,676
15687491,Nkemdilim,817,Germany,Male,45,9,101207.75,1,No,Not Active,88211.12,Yes,Complain,2,SILVER,847
15610403,Anderson,659,France,Male,43,1,106086.42,2,Yes,Not Active,26900.63,No,Not Complain,5,GOLD,748
15741094,Sagese,693,France,Male,21,1,0.0,2,Yes,Active,3494.02,No,Not Complain,3,PLATINUM,931
15807909,Rubensohn,744,France,Male,47,9,0.0,2,Yes,Not Active,113163.17,No,Not Complain,2,PLATINUM,743
15666141,Baldwin,829,Spain,Female,26,8,101440.36,2,Yes,Active,19324.5,No,Not Complain,5,DIAMOND,596
15617134,Iqbal,716,France,Male,38,4,0.0,2,Yes,Not Active,189678.7,No,Not Complain,3,GOLD,756
15783029,Monaldo,671,France,Male,34,7,106603.74,2,Yes,Active,26387.71,No,Not Complain,4,GOLD,303
15622833,Mahon,835,Germany,Female,29,10,130420.2,2,No,Not Active,106276.55,No,Not Complain,5,DIAMOND,349
15746422,Muir,636,France,Female,38,1,0.0,1,Yes,Not Active,45015.38,No,Not Complain,3,DIAMOND,360
15750839,Burns,649,Spain,Male,29,2,45022.23,1,Yes,Active,173495.77,No,Not Complain,4,PLATINUM,595
15749130,Dyer,621,Germany,Male,27,1,74298.43,1,Yes,Active,52581.96,No,Not Complain,5,PLATINUM,281
15779862,Lyons,658,Germany,Female,31,3,133003.03,1,No,Active,146339.27,Yes,Complain,3,SILVER,879
15767871,H?,784,Spain,Male,48,7,0.0,2,Yes,Active,182609.97,No,Not Complain,1,DIAMOND,354
15679651,Gardiner,783,Spain,Female,37,1,136689.66,1,Yes,Not Active,197890.65,No,Not Complain,1,GOLD,412
15576219,Cameron,615,France,Male,32,4,0.0,2,Yes,Active,6225.63,No,Not Complain,4,GOLD,294
15699247,Chapman,791,France,Female,44,5,0.0,2,Yes,Active,123977.86,Yes,Complain,2,PLATINUM,430
15619087,Taylor,762,France,Male,53,1,102520.37,1,Yes,Active,170195.4,No,Not Complain,2,SILVER,876
15605327,Namatjira,607,France,Male,35,2,0.0,2,Yes,Active,114190.3,No,Not Complain,3,SILVER,680
15610140,He,601,France,Female,34,5,0.0,2,Yes,Not Active,27022.57,No,Not Complain,3,PLATINUM,498
15791174,Leibius,540,Spain,Male,67,1,88382.01,1,No,Active,59457.0,No,Not Complain,4,GOLD,409
15602373,White,812,France,Male,44,4,115049.15,2,Yes,Not Active,165038.41,No,Not Complain,2,DIAMOND,223
15762605,Wall,685,France,Male,58,1,104796.54,1,Yes,Active,154181.41,No,Not Complain,3,GOLD,673
15598840,Moretti,680,France,Male,33,1,123082.08,1,Yes,Not Active,134960.98,No,Not Complain,5,GOLD,302
15744279,Patterson,680,Spain,Female,58,8,0.0,2,Yes,Active,65708.5,No,Not Complain,5,GOLD,743
15670619,Coppin,631,France,Female,33,8,0.0,2,No,Not Active,117374.22,No,Not Complain,5,PLATINUM,970
15599533,Tsao,569,France,Female,43,7,0.0,2,Yes,Active,77703.19,No,Not Complain,2,SILVER,271
15757837,Kao,584,Germany,Male,33,3,88311.48,2,Yes,Active,177651.38,No,Not Complain,1,SILVER,882
15697574,Stewart,582,France,Female,40,9,0.0,3,Yes,Active,60954.45,No,Not Complain,2,SILVER,645
15578738,Tuan,609,France,Male,32,7,71872.19,1,Yes,Active,151924.9,No,Not Complain,2,SILVER,484
15762228,Barnes,506,Spain,Male,35,6,110046.93,2,Yes,Not Active,26318.73,No,Not Complain,1,GOLD,606
15614827,Sun,503,France,Male,42,8,104430.08,1,Yes,Active,147557.71,No,Not Complain,5,GOLD,759
15789815,Fallaci,503,France,Female,28,5,0.0,2,Yes,Not Active,125918.17,No,Not Complain,2,PLATINUM,868
15579781,Buccho,806,Germany,Male,31,10,138653.51,1,Yes,Not Active,190803.37,No,Not Complain,3,GOLD,662
15587013,Tien,653,France,Female,31,7,102575.04,1,Yes,Active,11043.54,No,Not Complain,5,GOLD,283
15570932,Pirozzi,666,France,Male,43,7,137780.74,2,Yes,Active,119100.05,Yes,Complain,3,SILVER,817
15794661,Liu,674,Spain,Male,32,2,0.0,2,Yes,Not Active,140579.17,No,Not Complain,1,DIAMOND,787
15581654,Long,798,France,Male,32,7,0.0,2,No,Active,37731.95,No,Not Complain,4,GOLD,856
15644296,Scott,740,France,Female,30,8,105209.54,1,Yes,Not Active,1852.58,No,Not Complain,4,SILVER,814
15614420,Gerasimova,531,Germany,Female,32,0,109570.21,2,Yes,Active,172049.84,No,Not Complain,3,GOLD,584
15609653,Ifeatu,614,Germany,Female,44,6,118715.86,1,Yes,Not Active,133591.11,Yes,Complain,2,DIAMOND,704
15594577,De Luca,556,France,Male,35,10,0.0,2,Yes,Active,192751.18,No,Not Complain,4,GOLD,570
15584114,Ogbonnaya,678,Germany,Female,43,2,153393.18,2,Yes,Active,193828.27,No,Not Complain,1,GOLD,274
15673367,Humffray,587,Germany,Male,33,6,132603.36,1,Yes,Not Active,55775.72,No,Not Complain,1,SILVER,479
15685576,Degtyaryov,527,Spain,Female,36,6,0.0,2,Yes,Active,102280.29,No,Not Complain,5,DIAMOND,823
15774727,Monaldo,757,Germany,Female,34,1,129398.01,2,No,Not Active,44965.44,No,Not Complain,4,PLATINUM,276
15694288,Cawthorne,468,Spain,Male,28,3,0.0,2,Yes,Not Active,170661.02,No,Not Complain,2,GOLD,306
15603319,Graham,693,France,Male,29,2,151352.74,1,No,Not Active,197145.89,No,Not Complain,1,PLATINUM,248
15759066,Carpenter,483,France,Female,44,5,136836.49,1,Yes,Not Active,192359.9,Yes,Complain,1,SILVER,853
15814816,Kambinachi,466,France,Male,40,4,91592.06,1,Yes,Not Active,141210.18,Yes,Complain,1,SILVER,977
15724402,Tyler,770,France,Female,30,8,0.0,2,Yes,Not Active,100557.03,No,Not Complain,5,SILVER,417
15571059,Martin,734,France,Female,54,3,0.0,1,Yes,Not Active,130805.54,Yes,Complain,4,SILVER,505
15674206,Walker,716,France,Female,22,8,0.0,2,Yes,Active,92606.98,No,Not Complain,2,SILVER,655
15715160,Khan,439,France,Male,36,2,165536.28,2,Yes,Active,123956.83,No,Not Complain,3,DIAMOND,877
15730448,Iroawuchi,538,Germany,Male,25,5,62482.95,1,Yes,Active,102758.43,No,Not Complain,2,GOLD,933
15662067,Summers,743,France,Male,40,8,68155.59,1,Yes,Not Active,94876.65,No,Not Complain,1,GOLD,413
15779581,Bottrill,734,Spain,Female,43,3,55853.33,2,No,Active,94811.85,Yes,Complain,1,PLATINUM,263
15662901,Hu,656,France,Male,37,2,0.0,2,No,Active,67840.81,No,Not Complain,2,SILVER,436
15689751,Jones,666,France,Female,31,2,79589.43,1,No,Not Active,4050.57,No,Not Complain,5,DIAMOND,569
15667742,Vincent,627,Spain,Male,41,5,100880.76,1,No,Active,134665.25,No,Not Complain,4,GOLD,395
15738448,Sanford,480,Germany,Female,25,3,174330.35,2,No,Not Active,181647.13,No,Not Complain,1,DIAMOND,425
15680243,Brown,792,France,Male,19,7,143390.51,1,Yes,Not Active,33282.84,No,Not Complain,4,DIAMOND,391
15745083,Lei,613,Germany,Male,59,8,91415.76,1,No,Not Active,27965.0,Yes,Complain,2,DIAMOND,422
15708228,Toscani,476,Germany,Male,30,3,134366.42,1,Yes,Not Active,68343.53,No,Not Complain,4,GOLD,709
15628523,Chien,539,France,Female,24,3,0.0,2,Yes,Active,198161.07,No,Not Complain,4,PLATINUM,449
15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,Yes,Active,196858.4,No,Not Complain,1,PLATINUM,628
15735549,Lori,810,Germany,Male,35,3,96814.46,2,Yes,Active,120511.03,No,Not Complain,1,GOLD,275
15809347,Fanucci,763,Germany,Male,32,9,160680.41,1,Yes,Not Active,30886.35,No,Not Complain,3,DIAMOND,600
15660866,Chimaobim,640,France,Female,29,3,0.0,2,Yes,Not Active,2743.69,No,Not Complain,1,SILVER,956
15766609,Jowers,655,France,Female,47,10,0.0,2,Yes,Not Active,167778.62,No,Not Complain,2,SILVER,989
15654230,Miller,526,Germany,Male,31,5,145537.21,1,Yes,Not Active,132404.64,No,Not Complain,2,GOLD,537
15794566,Kirsova,678,France,Female,28,4,0.0,2,Yes,Active,144423.17,Yes,Complain,5,PLATINUM,772
15800890,T'ien,554,France,Female,45,6,0.0,2,Yes,Active,181204.5,No,Not Complain,3,DIAMOND,802
15697424,Ku,597,Spain,Female,30,2,119370.11,1,Yes,Active,182726.22,Yes,Complain,4,SILVER,851
15724536,Chin,560,Spain,Female,28,1,0.0,2,Yes,Active,120880.72,No,Not Complain,3,SILVER,451
15735878,Law,850,Germany,Female,47,10,134381.52,1,No,Not Active,26812.89,Yes,Complain,4,DIAMOND,252
15707596,Chung,546,Germany,Female,74,8,114888.74,2,Yes,Active,66732.63,Yes,Complain,1,PLATINUM,562
15657163,Cockrum,623,Germany,Male,42,1,149332.48,2,Yes,Not Active,100834.22,No,Not Complain,4,DIAMOND,320
15622478,Greaves,698,France,Female,40,7,105061.74,3,Yes,Not Active,107815.31,Yes,Complain,1,DIAMOND,448
15779529,Grant,620,France,Male,32,7,0.0,2,Yes,Active,34665.79,No,Not Complain,3,PLATINUM,479
15636023,O'Donnell,619,France,Female,40,10,0.0,1,Yes,Active,147093.84,Yes,Complain,3,DIAMOND,298
15582066,Maclean,561,France,Male,21,4,0.0,1,Yes,Active,36942.35,No,Not Complain,3,DIAMOND,699
15666675,Hsieh,753,France,Female,39,7,155062.8,1,Yes,Active,16460.77,No,Not Complain,3,GOLD,674
15732987,Hs?,721,Spain,Male,43,3,88798.34,1,No,Not Active,45610.63,No,Not Complain,2,GOLD,592
15789432,Mazzanti,451,France,Male,33,6,0.0,2,Yes,Not Active,184954.11,No,Not Complain,3,GOLD,268
15663161,Chiu,680,Germany,Female,51,5,143139.87,1,No,Not Active,47795.43,Yes,Complain,1,DIAMOND,338
15694879,Reeves,590,Spain,Female,23,7,0.0,2,Yes,Not Active,196789.9,No,Not Complain,1,SILVER,469
15593715,Castiglione,634,Germany,Male,27,3,107027.52,1,Yes,Not Active,173425.68,No,Not Complain,1,PLATINUM,610
15575002,Ferguson,676,France,Male,29,4,140720.93,1,Yes,Not Active,36221.18,No,Not Complain,5,PLATINUM,439
15622171,Nnamdi,642,France,Male,30,8,80964.57,2,Yes,Not Active,174738.2,No,Not Complain,4,PLATINUM,270
15795224,Wu,760,France,Male,39,6,178585.46,1,Yes,Not Active,67131.3,Yes,Complain,3,DIAMOND,790
15685346,Chu,736,Spain,Female,26,4,135889.13,1,Yes,Active,165692.03,No,Not Complain,4,PLATINUM,253
15691808,King,656,France,Male,43,7,134919.85,1,Yes,Not Active,194691.95,No,Not Complain,1,DIAMOND,421
15721007,Charlton,776,Germany,Male,33,8,115130.34,1,No,Not Active,129525.5,Yes,Complain,4,GOLD,658
15794253,Marsh,832,Spain,Female,34,6,138190.13,2,No,Active,146511.2,No,Not Complain,2,PLATINUM,424
15694453,Walker,631,Germany,Male,37,9,131519.49,2,Yes,Active,51752.18,No,Not Complain,1,SILVER,404
15813113,Chang,795,Spain,Female,56,5,0.0,1,Yes,Not Active,35418.69,Yes,Complain,5,PLATINUM,675
15614187,Pottinger,648,Germany,Female,39,3,126935.98,2,No,Active,57995.74,No,Not Complain,1,PLATINUM,693
15619407,Buckley,615,France,Male,39,4,133707.09,1,Yes,Active,108152.75,No,Not Complain,5,PLATINUM,358
15646227,Folliero,682,France,Female,27,1,97893.2,1,Yes,Not Active,166144.98,No,Not Complain,5,DIAMOND,635
15660541,Olisanugo,694,France,Male,34,5,127900.03,1,Yes,Not Active,101737.8,No,Not Complain,5,GOLD,325
15753874,Kent,694,France,Male,37,10,143835.47,1,No,Active,33326.71,No,Not Complain,1,PLATINUM,992
15617877,Jessop,607,France,Male,44,0,0.0,2,Yes,Active,81140.09,No,Not Complain,4,DIAMOND,430
15772073,Hodge,664,France,Male,48,10,0.0,1,Yes,Not Active,140173.17,Yes,Complain,1,PLATINUM,495
15701537,Ignatiev,756,France,Male,60,2,0.0,1,Yes,Active,166513.49,Yes,Complain,3,DIAMOND,858
15736228,Chambers,645,France,Female,40,3,129596.77,1,Yes,Active,103232.6,No,Not Complain,4,SILVER,897
15780572,Mansom,653,Spain,Male,30,4,0.0,2,Yes,Not Active,120736.04,No,Not Complain,5,DIAMOND,739
15769596,Yen,710,Germany,Female,24,2,110407.44,2,No,Not Active,15832.43,Yes,Complain,4,SILVER,993
15586996,Azikiwe,697,France,Female,76,7,0.0,2,No,Active,188772.45,No,Not Complain,3,DIAMOND,733
15722061,Allen,619,Germany,Female,41,8,142015.76,2,Yes,Not Active,114323.66,No,Not Complain,5,DIAMOND,222
15638003,Komarova,648,Spain,Male,55,1,81370.07,1,No,Active,181534.04,No,Not Complain,4,PLATINUM,564
15775590,Mackay,482,Germany,Female,48,2,69329.47,1,No,Not Active,102640.52,Yes,Complain,5,DIAMOND,910
15730688,Yu,548,France,Female,28,8,116755.5,2,Yes,Active,158585.17,Yes,Complain,1,GOLD,519
15753102,Curtis,752,Spain,Male,44,6,83870.33,1,Yes,Not Active,178722.24,No,Not Complain,3,SILVER,238
15810075,Fang,648,France,Female,39,6,130694.89,2,Yes,Active,153955.38,Yes,Complain,2,DIAMOND,912
15723373,Page,643,Spain,Female,34,8,117451.47,1,Yes,Not Active,65374.86,No,Not Complain,2,DIAMOND,531
15795298,Olisaemeka,573,Germany,Female,35,9,206868.78,2,No,Active,102986.15,No,Not Complain,3,SILVER,940
15584320,Brennan,686,France,Female,39,3,111695.62,1,No,Not Active,136643.84,No,Not Complain,4,DIAMOND,408
15724161,Sutton,644,France,Female,40,9,137285.26,4,Yes,Not Active,77063.63,Yes,Complain,3,GOLD,444
15750056,Hyde,702,France,Female,29,6,149218.39,1,Yes,Active,9633.01,No,Not Complain,3,DIAMOND,739
15609637,Nkemakolam,652,France,Male,51,7,0.0,2,No,Active,43496.36,No,Not Complain,5,PLATINUM,749
15794493,Chimaijem,641,Spain,Male,32,7,0.0,2,Yes,Active,24267.28,No,Not Complain,4,GOLD,652
15569641,Sung,692,Germany,Female,41,8,130701.29,1,Yes,Not Active,59354.24,Yes,Complain,2,SILVER,235
15815236,Chiganu,574,Spain,Male,34,5,0.0,2,No,Not Active,28269.86,No,Not Complain,5,DIAMOND,626
15811177,Beneventi,643,France,Female,31,3,167949.48,1,Yes,Not Active,143162.34,No,Not Complain,2,GOLD,906
15680587,Esposito,834,France,Male,23,4,131254.81,1,Yes,Not Active,20199.3,No,Not Complain,4,SILVER,675
15672821,Owen,591,France,Male,28,5,0.0,2,Yes,Active,48606.92,No,Not Complain,4,SILVER,916
15767681,Smalley,470,Spain,Male,34,9,0.0,2,No,Active,89013.67,No,Not Complain,4,DIAMOND,568
15600379,Hsiung,608,Spain,Male,34,7,86656.13,1,No,Active,59890.29,No,Not Complain,1,SILVER,252
15801336,Ch'ang,649,Germany,Female,37,8,114737.26,1,Yes,Active,106655.88,Yes,Complain,1,DIAMOND,381
15721592,Barton,665,France,Female,38,5,0.0,2,Yes,Not Active,156439.56,No,Not Complain,4,PLATINUM,837
15581282,Lucchese,651,France,Female,39,6,0.0,1,Yes,Not Active,24176.44,No,Not Complain,1,SILVER,283
15746203,Hsia,555,Germany,Male,62,4,119817.33,1,No,Active,43507.1,Yes,Complain,2,GOLD,697
15583137,Pope,637,France,Female,48,7,130806.99,2,Yes,Active,132005.85,Yes,Complain,1,PLATINUM,358
15680752,Horrocks,675,France,Female,49,0,0.0,1,Yes,Active,80496.71,Yes,Complain,4,SILVER,448
15688172,Tai,677,Spain,Male,40,5,0.0,2,Yes,Not Active,88947.56,No,Not Complain,4,GOLD,314
15791373,Chikezie,850,Germany,Female,35,2,80931.75,1,No,Not Active,12639.67,Yes,Complain,2,DIAMOND,983
15589449,Frye,815,France,Female,56,3,0.0,3,Yes,Active,94248.16,Yes,Complain,3,GOLD,688
15692819,Toscani,665,Germany,Male,32,1,132178.67,1,No,Not Active,11865.76,No,Not Complain,1,GOLD,274
15727467,Mellor,485,France,Female,27,3,0.0,2,Yes,Not Active,141449.86,No,Not Complain,5,SILVER,901
15734312,Kang,577,Spain,Male,43,6,0.0,2,Yes,Active,149457.81,No,Not Complain,3,DIAMOND,446
15764604,Sutherland,586,France,Female,35,7,164769.02,3,Yes,Not Active,119814.25,Yes,Complain,3,SILVER,290
15613014,Hs?,722,Germany,Male,29,1,107233.85,2,Yes,Not Active,24924.92,No,Not Complain,2,DIAMOND,941
15759684,Ting,528,France,Female,27,7,176227.07,2,No,Active,139481.53,No,Not Complain,1,GOLD,875
15609669,Chuang,542,France,Female,39,4,109949.39,2,Yes,Active,41268.65,No,Not Complain,4,SILVER,339
15685536,Chu,552,France,Female,34,5,0.0,2,Yes,Active,1351.41,No,Not Complain,3,SILVER,712
15750447,Ozoemena,678,France,Female,60,10,117738.81,1,Yes,Not Active,147489.76,Yes,Complain,4,DIAMOND,599
15663249,Howells,575,Spain,Female,37,9,133292.45,1,Yes,Not Active,111175.09,No,Not Complain,2,PLATINUM,506
15638646,Lucchese,669,France,Female,43,1,160474.59,1,Yes,Active,95963.14,No,Not Complain,3,DIAMOND,946
